"key","en","nl","es","zh-CN","de","fr","it","pt","el","pl","da","fi","no","ar","ko","ja","iw","sv","cs","ru","tl","ceb"
"This e-mail address was not known. Unsubscribtion not successfull","This e-mail address was not known. Unsubscribtion not successfull","Dit e-mail adres is niet bekend. Unsubscribtion niet succesvol","Esta dirección de correo electrónico no se conocía. No Unsubscribtion exitosa","该E-mail地址是不知道。 Unsubscribtion不是全成","Diese E-Mail-Adresse nicht bekannt war. Unsubscribtion nicht erfolgreich","Cette adresse e-mail n'a pas été connu. Unsubscribtion pas réussie","Questo indirizzo e-mail non era conosciuto. Non Unsubscribtion VINCENTE","Este endereço de e-mail não era conhecido. Não Unsubscribtion bem sucedida","Αυτή η διεύθυνση ηλεκτρονικού ταχυδρομείου δεν ήταν γνωστή. Δεν Unsubscribtion επιτυχής αλλά","Ten adres e-mail nie był znany. Nie Unsubscribtion odniosła sukces","Denne e-mail-adresse blev ikke kendt. Unsubscribtion ikke lykkedes","Tämä sähköpostiosoite ei ollut tiedossa. Unsubscribtion ei onnistunut","Denne e-postadressen er ikke kjent. Unsubscribtion ikke vellykket","كان هذا عنوان البريد الإلكتروني غير معروفة. Unsubscribtion ليس النجاح","이 이메일 주소는 알려지지 않았다. 성공적인하지 Unsubscribtion","この電子メールアドレスが知られていませんでした。成功していないUnsubscribtion","כתובת דואל זו לא הייתה ידועה. Unsubscribtion לא מוצלח","Denna e-postadress var inte känd. Unsubscribtion inte lyckad","Tato e-mailová adresa nebyla známa. Unsubscribtion není úspěšná","Этот адрес электронной почты не был известен. Не Unsubscribtion успеху","Ang e-mail address ay hindi kilala. Hindi Unsubscribtion matagumpay","Kini nga e-mail adres wala mahibaloi. Unsubscribtion dili successfull"
"This machine has already submited a rating","This machine has already submited a rating","Deze machine heeft al submited een rating","Esta máquina ya ha submited una calificación","这台机器已经submited评级","Diese Maschine hat bereits eine Bewertung Eingesetzte","Cette machine a déjà rédigé à une cote","Questa macchina ha già submited un rating","Esta máquina já tenha recebido uma classificação","Αυτό το μηχάνημα έχει ήδη Καταχώρησης βαθμολογία","Ta maszyna już zgłosił rating","Denne maskine har allerede Indsendt en rating","Tämä kone on jo Submited luokitus","Denne maskinen har allerede submited en karakter","وهذا الجهاز مرسلة بالفعل تصنيف","이 기계는 이미 등급을 submited했다","このマシンはすでに評価をsubmitedました","מכונה זו כבר הוגשה דירוג","Denna maskin har redan LAGTS en rating","Tento stroj se již odeslán rating","Эта машина уже занесена рейтинг","Makina na ito ay may naka submited isang rating","Kini nga makina na submited sa usa ka rating"
"This promotion code is already fully used by other customers","This promotion code is already fully used by other customers","Deze promotie code wordt al volop gebruikt door andere klanten","Este código de promoción ya se utiliza plenamente por otros clientes","此促销代码已完全被其他客户","Diese Promotion Code ist bereits vollständig von anderen Kunden verwendet","Ce code de promotion est déjà pleinement utilisé par d'autres clients","Questo codice promozionale è già completamente utilizzato da altri clienti","Este código de promoção já está totalmente utilizado por outros clientes","Αυτός ο κωδικός προώθησης χρησιμοποιείται ήδη πλήρως από άλλους πελάτες","Ten kod promocyjny jest już w pełni wykorzystywany przez innych klientów","Denne kampagne kode er allerede fuldt udnyttet af andre kunder","Tämä tarjouskoodi on jo täysin käytössä muiden asiakkaiden","Denne kampanjekoden er allerede fullt utnyttet av andre kunder","تم بالفعل استخدام هذا الرمز الترويجي بالكامل من قبل زبائن آخرين","이 프로모션 코드는 이미 완전히 다른 고객이 사용된다","このプロモーションコードは既に完全に他の顧客によって使用されています","קידום קוד זה כבר נעשה שימוש באופן מלא על ידי לקוחות אחרים","Denna kampanjkod redan utnyttjas fullt ut av andra kunder","Tento kód propagace je již plně využívána jiných zákazníků","Это промо-код уже полностью использованы другими клиентами","Ito promotion code ay ganap na ginagamit ng iba pang mga customer","Kini nga promosyon code na sa bug-os nga gigamit sa ubang mga kustomer"
"User is deactivated,  you can't login","User is deactivated,  you can't login","Gebruiker is gedeactiveerd,  kunt u niet inloggen","El usuario está desactivado,  no puede iniciar sesión","用户已停用，则无法登录","Benutzer deaktiviert,  können Sie sich nicht anmelden können","L'utilisateur est désactivé,  vous ne pouvez pas ouvrir une session","Utente è disattivato,  non è possibile effettuare il login","Usuário estiver desativado,  você não pode fazer o login","Ο χρήστης είναι απενεργοποιημένη,  δεν μπορείτε να συνδεθείτε","Użytkownik jest nieaktywny,  nie można się zalogować","Bruger er deaktiveret,  kan du ikke logge ind","Käyttäjän on deaktivoitu,  et voi kirjautua","Brukeren er deaktivert,  kan du ikke logge inn","العضو غير المعطل، لا يمكنك الدخول","사용자가 비활성화,  당신은 로그인 할 수 없습니다","ユーザーが非アクティブ化され、あなたがログインすることはできません","המשתמש מבוטל,  אתה לא יכול להתחבר","Användar är avaktiverat,  kan du inte logga in","Uživatel je deaktivována,  můžete se přihlásit","Пользователь отключен,  вы не можете войти","User ay deactivated,  hindi ka maaaring mag-login","User mao ang gi-deactivate,  kamo dili Congratulations"
"Username already exists,  can not sign up with this name","Username already exists,  can not sign up with this name","Gebruikersnaam al bestaat,  kan niet aanmelden met deze naam","Nombre de usuario ya existe, no puede firmar con este nombre","用户名已经存在，不能登录了这个名字","Benutzername bereits vorhanden ist,  kann nicht melden Sie sich mit diesem Namen","Nom d'utilisateur existe déjà,  ne peut pas signer avec ce nom","Nome utente già esiste,  non può iscriversi con questo nome","Nome de usuário já existe,  não pode se inscrever com este nome","Το όνομα χρήστη υπάρχει ήδη,   δεν μπορεί να υπογράψει επάνω με αυτό το όνομα","Nazwa użytkownika już istnieje,  nie może podpisać się pod tą nazwą ","Findes allerede brugernavn, kan ikke tilmelde dig med dette navn ","Käyttäjätunnus on jo olemassa,  ei voi ilmoittautua tällä nimellä","Brukernavn allerede eksisterer,  kan ikke registrere deg med dette navnet","اسم المستخدم موجود بالفعل، لا يمكن الاشتراك بهذا الاسم","사용자 이름은 이미이 이름에 가입 할 수 없습니다,  존재","ユーザー名が既に存在し、この名前でサインアップすることができません","שם משתמש כבר קיים, לא יכול להירשם בשם זה","Användarnamn redan finns,  kan inte logga in med detta namn","Uživatelské jméno již existuje,  nemohou přihlásit s tímto názvem","Имя пользователя уже существует,   не может зарегистрироваться с таким именем","Umiiral na Username,  hindi maaaring mag-sign up na may ganitong pangalan","Username anaa na,  dili mopirma sa uban sa niini nga ngalan"
"Website not defined","Website not defined","Website niet gedefinieerd","Sitio Web no define","网站没有定义","Website nicht definiert","Site pas défini","Sito Web non definito","Site não definido","Ιστοσελίδα δεν ορίζεται","Redakcja nie zdefiniowano","Website ikke defineret","Verkkosivusto ei määritelty","Website ikke definert","الموقع لا يعرف","웹 사이트는 정의되지","ウェブサイトが定義されていません","אתר אינו מוגדר","Webbsida inte definierat","Webová stránka není definováno","Сайт не определен","Hindi natukoy Website","Website wala gihubit"
"Welcome,  your account is now created,  and you are logged in","Welcome,  your account is now created,  and you are logged in","Welkom, je account is nu aangemaakt,  en je bent ingelogd","Bienvenido, ahora creó su cuenta,  y usted está en el sistema","欢迎您，您的帐户现在已经创建，并已登录","Herzlich willkommen,  Ihr Konto ist nun erstellt,  und Sie angemeldet sind","Bienvenue,  votre compte est maintenant créé,  et vous êtes connecté","Benvenuto,  il tuo account è stato creato,  e si è iscritto","Bem-vindo,  sua conta está agora criado,  e você está logado","Καλώς ήλθατε,  ο λογαριασμός σας έχει πλέον δημιουργηθεί,   και είστε συνδεδεμένοι","Witaj,  Twoje konto jest teraz tworzone,  a jesteś zalogowany","Velkommen,   er din konto nu oprettet,  og du er logget ind","Tervetuloa,  tilisi on nyt luotu,  ja olet kirjautunut sisään","Velkommen,  er kontoen din nå opprettet,   og du er logget inn","أهلا، يتم إنشاء حسابك، وقمت بتسجيل الدخول","오신 것을 환영합니다,  당신의 계정이 지금 만들어지고 당신은 로그인","ようこそ、あなたのアカウントが作成され、あなたがログインしています","ברוך הבא,  החשבון שלך הוא עכשיו נוצר,  ואתה מחובר ב","Välkommen,  ditt konto nu skapats,  och du är inloggad","Vítejte,  váš účet je nyní vytvořena,  a že jste přihlášeni","Добро пожаловать,  Ваша учетная запись в настоящее время создан,  и вы вошли в","Maligayang pagdating,  ang iyong account ay nalikha ngayon,  at ikaw ay naka-log in","Maayong pag-abot,  ang imong account karon gibuhat,  ug kamo Logged sa"
"WishList updated with new quantities and descriptions","WishList updated with new quantities and descriptions","Verlanglijstje bijgewerkt met nieuwe aantallen en beschrijvingen","Su lista actualizada con nuevas cantidades y descripciones","愿望清单中有新的数量和说明更新","Wunschliste mit neuen Mengen und Beschreibungen aktualisiert","Liste d'envies mis à jour avec de nouvelles quantités et descriptions","Wishlist aggiornato con nuove quantità e le descrizioni","Lista de Desejos atualizado com novas quantidades e descrições","Επιθυμητά ενημερωμένο με τις νέες ποσότητες και τις περιγραφές","Lista życzeń aktualizowana o nowe ilości i opisach","Ønskeliste opdateret med nye mængder og beskrivelser","Muistilista päivitetty uusia määriä ja kuvauksia","Ønskeliste oppdatert med nye mengder og beskrivelser","مفضلة تحديث مع كميات ومواصفات جديدة","새로운 수량과 설명으로 업데이트리스트","ウィッシュリストに新しい数量と説明を更新","רשימת המשאלות מעודכנות עם כמויות ותיאורים חדשים","Önskelistan uppdateras med nya kvantiteter och beskrivningar","Seznam přání doplňován o nové množství a popisy","Добавить в корзину пополняется новыми количествах и описаний","Listahan ng mga update sa mga bagong dami at mga paglalarawan","Wishlist updated sa bag-ong natapok ug mga paghulagway"
"With the products already in cart,  there would not be enough products in stock anymore.","With the products already in cart,  there would not be enough products in stock anymore.","Met de producten die al in de wagen,  zou er niet genoeg producten in stock meer.","Con los productos que ya están en la cesta,  no habría suficientes productos en stock más.","随着产品已经在购物车，就不会有足够的产品库存了。","Mit den Produkten bereits im Wagen,  es gäbe nicht genug Produkte auf Lager mehr sein.","Avec les produits déjà dans le panier,  il y aurait plus assez de produits en stock.","Con i prodotti già nel carrello,  non ci sarebbero abbastanza prodotti in magazzino più.","Com os produtos já no carro,  não haveria bastante produtos em stock mais.","Με τα προϊόντα που έχουν ήδη στο καλάθι,  δεν θα υπήρχαν αρκετά προϊόντα σε απόθεμα πια.","Z produktów już w koszyku,  że nie będzie wystarczająco dużo produktów w magazynie więcej.","Med de produkter,  der allerede i vogn,  ville der ikke være nok varer på lager længere.","Tuotteiden kanssa jo ostoskorissa,  ei olisi tarpeeksi tuotteita varastossa enää.","Med produkter som allerede er i handlekurven,  ville det ikke være nok produkter på lager lenger.","مع المنتجات بالفعل في العربة، لن يكون هناك ما يكفي من المنتجات في الأوراق المالية بعد الآن.","이미 장바구니에 제품을,  더 이상 재고가 충분한 제품이 없을 것입니다.","すでにカートに入れた商品で、もう在庫が十分な製品がありません。","עם המוצרים שכבר בסל,  שלא יהיו מספיק מוצרים במלאי יותר.","Med produkter som redan i kundvagnen, skulle det inte finnas tillräckligt med produkter i lager längre.","S produkty již v košíku,  nebylo by dost produktů ze skladu ještě.","С продуктами уже в корзине,  то не было бы достаточно продуктов на складе больше.","Gamit ang mga produkto na sa cart,  mayroong hindi magiging anymore sapat na mga produkto sa stock.","Uban sa mga produkto na sa carromata,  adunay dili igo nga mga produkto sa stock na."
"You are already subscribed with this e-mail address","You are already subscribed with this e-mail address","Je bent al aangemeld met dit e-mail adres","Usted ya está suscrito con este correo electrónico","您已订阅本电子邮箱地址","Sie sind bereits mit dieser E-Mail-Adresse abonniert","Vous êtes déjà abonné à cette adresse e-mail","Sei già iscritto a questo indirizzo e-mail","Você já está inscrito com este endereço de e-mail","Έχετε ήδη εγγραφεί με αυτή τη διεύθυνση e-mail","Jesteś już zapisany w tym adres e-mail","Du er allerede tilmeldt med denne e-mail-adresse","Olet jo tilannut tämän sähköpostiosoite","Du abonnerer allerede med denne e-postadressen","واشتركت بالفعل كنت مع هذا عنوان البريد الإلكتروني","당신은 이미이 이메일 주소로 가입 한","あなたは既にこの電子メールアドレスを登録しています","אתה כבר רשום עם כתובת דואר אלקטרוני זו","Du prenumererar redan med denna e-postadress","Již jste upsány s touto e-mailovou adresou","Вы уже подписаны с этой электронной почты","Naka-subscribe ka na may ganitong e-mail address","Ikaw na subscribe sa niini nga e-mail address"
"You are no longer subscribed to the newsletter","You are no longer subscribed to the newsletter","U bent niet langer geabonneerd op de nieuwsbrief","Ya no está suscrito a la newsletter","你不再订阅电子报","Du verfolgst nicht mehr mit dem Newsletter","Vous n'êtes plus abonné à la newsletter","Non sei più sei iscritto alla newsletter","Você já não está inscrito no boletim informativo","Έχετε πλέον εγγραφεί στο newsletter","Już nie jesteś zapisany do newslettera","Du abonnerer ikke længere tilmeldt nyhedsbrevet","Et enää tilannut uutiskirjeen","Du er ikke lenger abonnerer på nyhetsbrevet","لم تعد أنت مشترك في النشرة","당신은 더 이상 뉴스 레터에 가입되지 않습니다","あなたは、もはやニュースレターを購読していません","אתה כבר לא מנוי על העלון","Du har slutat prenumererar på nyhetsbrevet","Jste již přihlášeni k odběru newsletteru","Вы больше не подписаны на рассылку","Ikaw ay hindi na naka-subscribe sa newsletter","Ikaw dili na subscribe sa newsletter"
"You are now logged in","You are now logged in","U bent nu ingelogd","Ahora está conectado","现在，您已经登录","Sie sind jetzt angemeldet","Vous êtes maintenant connecté","Si è ora collegato","Você agora está logado","Έχετε συνδεθεί σε","Teraz jesteś zalogowany","Du er nu logget ind","Olet nyt kirjautunut sisään","Du er nå logget inn","تم تسجيل دخولك حاليا في","이제 로그인","これで、ログインしています","אתה עכשיו מחובר","Du är nu inloggad","Nyní jste přihlášeni","Вы вошли в","Ikaw ay naka-log in na ngayon sa","Kamo karon Logged sa"
"You are now logged out","You are now logged out","U bent nu uitgelogd","ahora estás registrado","现在，您已注销","Sie sind nun abgemeldet","Vous êtes maintenant déconnecté","Ora siete disconnessi","Agora você está logado fora","Έχετε τώρα αποσυνδεθεί","Jesteś już zalogowany","Du er nu logget ud","Olet nyt kirjautunut ulos","Du er nå logget ut","كنت الآن تسجيل الخروج","이제 로그 아웃","あなたは今ログアウトしています","אתה עכשיו מתנתק","Du är nu utloggad","Nyní jste odhlášeni","Вы вошли из","Ngayon Ikaw ay naka-log out","Ikaw karon Logged sa"
"You are now subscribed to the newsletter","You are now subscribed to the newsletter","U bent nu ingeschreven voor de nieuwsbrief","Ahora está suscrito a la newsletter","您现在订阅电子报","Sie sind nun mit dem Newsletter","Vous êtes maintenant inscrit à la newsletter","Ora si è iscritto alla newsletter","Você já está inscrito no boletim informativo","Είστε τώρα εγγεγραμμένος στο newsletter","Jesteś teraz subskrybentem newslettera","Du er nu tilmeldt nyhedsbrevet","Olet nyt tilannut uutiskirjeen","Du abonnerer nå på nyhetsbrevet","تشترك الآن أنت في النشرة","이제 뉴스 레터에 가입","これで、ニュースレターを購読しています","כעת אתה מנוי על העלון","Du prenumererar nu på nyhetsbrevet","Nyní jste přihlášeni k odběru newsletteru","Вы сейчас подписаны на рассылку","Naka-subscribe ka na ngayon sa newsletter","Ikaw karon subscribe sa newsletter"
"You e-mail address is now confirmed,  and yoü are now logged in","You e-mail address is now confirmed,  and yoü are now logged in","Je e-mailadres is nu bevestigd,  en u bent nu ingelogd","Ustedes,  dirección de correo electrónico se ha confirmado y usted ahora está conectado","您的电子邮件地址现已确认，而你现在登录","Sie E-Mail-Adresse ist nun bestätigt,  und Sie sind jetzt angemeldet","Adresse que vous e-mail est maintenant confirmé,  et vous êtes maintenant connecté","Voi indirizzo e-mail è ormai confermata,  e si sta ora loggato","Endereço que você e-mail está agora confirmada,  e agora você está logado","Μπορείτε διεύθυνση ηλεκτρονικού ταχυδρομείου έχει πλέον επιβεβαιωθεί,  και τώρα είστε συνδεδεμένοι ","Twoją e-mail jest już potwierdzone,  a teraz jesteś zalogowany","Du e-mail-adresse er nu bekræftet,  og du er nu logget ind","Voit sähköpostiosoite on nyt vahvistettu,  ja olet nyt kirjautunut sisään","Du e-postadressen er nå bekreftet,  og du er nå logget inn","تأكيد عنوان البريد الإلكتروني لك الآن، ويتم دخولك الآن في","당신의 이메일 주소는 이제 인증,  당신은 지금에 로그인","あなたのメールアドレスは確認され、あなたは現在、ログインしています","כתובת דואר אלקטרוני שלך היא עכשיו אישרה,  וכעת אתה מחובר","Du e-postadressen är nu bekräftat,  och du är nu inloggad","Vy e-mailová adresa je nyní potvrzena,  a nyní jste přihlášeni","Вы адрес электронной почты в настоящее время подтверждено,  и вы вошли в систему","Ikaw e-mail address ay nakumpirma na ngayon,  at ikaw ay naka-log in na ngayon sa","Ikaw e-mail address nga karon gipamatud-an,  ug kamo karon Logged sa"
"You have already added this tag before,  tags can only be added once","You have already added this tag before,  tags can only be added once","Je hebt al deze tag eerder toegevoegd,  tags kunnen slechts één keer worden toegevoegd","Usted ya ha añadido esta etiqueta antes,  etiquetas sólo se pueden añadir una vez","之前您已经添加了这个标签，标签只能加一次","Du hast diesen Tag hinzugefügt vor,  können Tags nur einmal hinzugefügt werden","Vous avez déjà ajouté cette balise avant,  les balises ne peuvent être ajoutés une fois","Hai già aggiunto questo tag prima,  i tag possono essere aggiunti solo una volta","Você já adicionou essa marca antes,  as etiquetas só pode ser adicionada uma vez","Έχετε ήδη προσθέσει αυτήν την ετικέτα πριν,  ετικέτες μπορούν να προστεθούν μόνο μία φορά ","Już dodałeś ten tag wcześniej,  znaczniki mogą być dodawane tylko raz","Du har allerede tilføjet dette tag før,  kan mærker kun tilføjes én gang","Olet jo lisännyt tämän tunnisteen ennen,  tunnisteita voi liittää vain kerran","Du har allerede lagt til denne koden før,  kan kodene kun påføres når","لقد أضفت هذه العلامة من قبل، لا يمكن إلا أن يضاف به مرة واحدة","이미 이전에이 태그를 추가 한 태그는 한 번만 추가 할 수 있습니다","あなたは既に前にこのタグを追加し、タグは一度だけ追加することができます","כבר הוסיפו תג זה לפני,  ניתן להוסיף תגים רק פעם אחת","Du har redan lagt till taggen innan,  kan taggar bara läggas en gång","Jste již přidali tento tag dříve,  značky mohou být přidány pouze jednou","Вы уже добавили этот тег раньше,  метки могут быть добавлены только один раз","Naidagdag na ninyo ang tag na ito bago,  mga tag ay maaari lamang na idinagdag sa sandaling","Ikaw na dugang pa niini nga sa atubangan sa tag,  tags lamang dugang pa sa makausa"
"You have already confirmed this account, you can login with your username and password","You have already confirmed this account, you can login with your username and password","Je hebt al deze account bevestigd,  kunt u inloggen met uw gebruikersnaam en wachtwoord","Usted ya ha confirmado esta cuenta,  puede iniciar sesión con su nombre de usuario y contraseña","您已经证实了这一点帐户，您可以与您的用户名和密码登录","Du hast diesen Account bestätigt,  können Sie mit Ihrem Benutzernamen und Passwort anmelden","Vous avez déjà confirmé ce compte,  vous pouvez vous connecter avec votre nom d'utilisateur et mot de passe","Hai già confermato account,  è possibile effettuare il login con il tuo username e la password","Você já confirmaram esta conta,  você pode fazer o login com seu nome de usuário e senha ","Έχετε ήδη επιβεβαιώσει αυτόν τον λογαριασμό,  μπορείτε να συνδεθείτε με το όνομα χρήστη και τον κωδικό πρόσβασής σας ","Już potwierdziły to konto,  możesz zalogować się przy użyciu nazwy użytkownika i hasła","Du har allerede bekræftet denne konto,  kan du logge ind med dit brugernavn og adgangskode ","Olet jo vahvistanut tämän tilin,  voit kirjautua käyttäjätunnuksella ja salasanalla","Du har allerede bekreftet denne kontoen,  kan du logge inn med ditt brukernavn og passord","لقد أكدت بالفعل هذا الحساب، يمكنك تسجيل الدخول باستخدام اسم المستخدم وكلمة المرور الخاصة بك","이미이 계정을 확인했다,  당신은 당신의 사용자 이름과 비밀번호로 로그인 할 수 있습니다","あなたは、あなたのユーザ名とパスワードでログインすることができ、このアカウントをすでに確認しています","יש לך כבר אישר חשבון זה,  אתה יכול להתחבר עם שם המשתמש והסיסמה שלך","Du har redan bekräftat detta konto kan du logga in med ditt användarnamn och lösenord","Už jste potvrdil tento účet,  můžete se přihlásit se svým uživatelským jménem a heslem","Вы уже подтвердили эту учетную запись,  Вы можете войти,  используя имя пользователя и пароль","Pa nakumpirma mo ang account na ito,  maaari mong mag-login gamit ang iyong username at password","Ikaw na nagpamatuod niini nga asoy,  nga imong mahimo Congratulations uban sa imong username ug password"
"You have already just this promotion code","You have already just this promotion code","Je hebt al alleen deze promotiecode","Ya tiene simplemente el código de promoción","你已经只是这个促销代码","Sie haben bereits nur dieses Promotion-Code","Vous avez déjà tout ce code de promotion","Avete già solo questo codice di promozione","Você já tem apenas este código de promoção","Έχετε ήδη ακριβώς αυτό τον κωδικό προώθησης","Już tylko ten kod promocyjny","Du har allerede netop denne kampagne kode","Sinulla on jo juuri tämä edistäminen koodi","Du har allerede nettopp dette kampanjekode","لديك بالفعل فقط هذا الرمز الترويجي","당신은이 프로모션 코드를 이미","あなたは既にちょうどこのプロモーションコードを持っています","יש לך כבר רק קידום קוד זה","Du har redan just detta kampanjkod","Máte už jen tato propagace kód","Вы уже только это промо-код","Mayroon kang naka lamang ang code na ito sa promo","Kamo adunay na lang niini nga promosyon code"
"You have already submited a rating","You have already submited a rating","Je hebt al submited een rating","Usted ya ha submited una calificación","您已经submited评级","Sie haben bereits eine Bewertung Eingesetzte","Vous avez déjà rédigé à une cote","Hai già submited un punteggio","Você já submetidos a classificação","Έχετε ήδη Καταχώρησης βαθμολογία","Już zgłosił rating","Du har allerede Indsendt en rating","Olet jo Submited luokitus","Du har allerede submited en vurdering","لقد مرسلة بالفعل تصنيف","당신은 이미 등급을 submited했다","あなたはすでに評価をsubmitedいます","יש לך כבר הוגש דירוג","Du har redan submited en rating","Již jste odeslán rating","Вы уже занесена рейтинг","Nakuha mo na submited isang rating","Ikaw na submited sa usa ka rating"
"You will be subscribed to the newsletter after you follow the instructions in the confirmation e-mail that is send to your account","You will be subscribed to the newsletter after you follow the instructions in the confirmation e-mail that is send to your account","U zal worden aangemeld voor de nieuwsbrief nadat u de instructies in de bevestigings e-mail die wordt verzonden naar uw account te volgen","Usted será suscrito a la newsletter después de seguir las instrucciones en el correo electrónico de confirmación que se envían a su cuenta","您将订阅电子报你跟着被发送到您的帐户，在确认电子邮件的指令之后，","Sie werden für den Newsletter eingetragen werden,  nachdem Sie die Anweisungen in der Bestätigungs-E-Mail,  um Ihr Konto zu senden wird folgen","Vous serez abonné à la newsletter après avoir suivi les instructions de la confirmation par e-mail qui est envoyé à votre compte","Sarai iscritto alla newsletter,  dopo aver seguito le istruzioni nella e-mail di conferma che si inviano al tuo account","Você será subscrito a newsletter depois de seguir as instruções no email de confirmação que é enviado para a sua conta","Θα πρέπει να εγγραφεί στο newsletter αφού ακολουθήσετε τις οδηγίες στο e-mail επιβεβαίωσης που στέλνετε στο λογαριασμό σας","Zostaniesz zapisany do newslettera po postępuj zgodnie z instrukcjami w e-mailu potwierdzającym,  które jest wysyłane do konta","Du vil blive tilmeldt nyhedsbrevet,  efter at du følge instruktionerne i e-mail-bekræftelse,  der sender til din konto","Sinut tilannut uutiskirjeen jälkeen seuraat ohjeita vahvistus sähköpostin,  joka lähettää tilillesi","Du vil abonnere på nyhetsbrevet når du følger instruksjonene i e-postbekreftelsen som sender til din konto","سيتم اشتراكك في النشرة بعد اتباع الإرشادات الموجودة في تأكيد البريد الإلكتروني التي يتم إرسالها إلى حسابك","당신이 당신의 계정으로 전송되는 확인 이메일의 지침을 수행 한 후 당신은 뉴스 레터에 가입한다","あなたのアカウントに送信される確認メールの指示に従った後に、ニュースレターを購読します","אתה תהיה מנוי על העלון לאחר שבצעת את ההוראות בדואר אלקטרוני אישור שתשלח לחשבון שלך","Du kommer att tecknas till nyhetsbrevet när du följer instruktionerna i e-postbekräftelse som skickar till ditt konto","Budete se přihlásili k odběru newsletteru po postupujte podle pokynů v potvrzovacím e-mailu,  který se odesílají na váš účet","Вы будете подписаны на рассылку после следуйте инструкциям в подтверждение по электронной почте,  что отправляется на ваш счет","Ikaw ay naka-subscribe sa newsletter pagkatapos mong sundin ang mga tagubilin sa kumpirmasyon sa e-mail na ito ay ipadala sa iyong account","Kamo miuyon sa newsletter sa human kamo mosunod sa mga panudlo sa kumpirmasyon e-mail nga ipadala ngadto sa imong account"
"Your account is now created,  please confirm the link in your e-mail to log in.","Your account is now created,  please confirm the link in your e-mail to log in.","Je account is nu aangemaakt,  kunt u bevestigen dat de link in uw e-mail om in te loggen.","Su cuenta se ha creado,  por favor confirme el enlace en su correo electrónico para iniciar sesión.","您的帐户现在已创建，请确认您的电子邮件登录的链接。","Ihr Konto ist nun erstellt,  bestätigen Sie bitte den Link in der E-Mail,  um sich anzumelden.","Votre compte est maintenant créé,  s'il vous plaît confirmer le lien dans votre e-mail pour vous connecter.","Il tuo account è stato creato,  si prega di confermare il link nella tua e-mail per il login.","Sua conta já está criada,  por favor confirme a ligação em seu e-mail para fazer login. ","Ο λογαριασμός σας έχει πλέον δημιουργηθεί,  παρακαλούμε να επιβεβαιώσετε τη σύνδεση στο e-mail σας για να συνδεθείτε. ","Twoje konto zostało utworzone,  należy sprawdzić łącza w wiadomości e-mail w celu zalogowania.","Din konto er nu oprettet,  skal du bekræfte linket i din e-mail for at logge ind. ","Tilisi on nyt luotu,  varmista linkkiä sähköpostiisi kirjautua sisään.","Din konto er nå opprettet,  må du bekrefte lenken i e-posten for å logge inn. ","يتم إنشاء حسابك، الرجاء التأكد من الرابط في البريد الإلكتروني الخاص بك لتسجيل الدخول.","귀하의 계정이 지금 생성,  로그인 할 전자 메일에있는 링크를 확인하시기 바랍니다.","あなたのアカウントが作成されました、ログインするためにあなたの電子メール内のリンクをご確認ください。","החשבון שלך עכשיו נוצר,  בבקשה לאשר את הקשר בדואר האלקטרוני שלך להתחבר.","Ditt konto har nu skapats,  bekräfta länken i din e-post för att logga in.","Váš účet je nyní vytvořena,  potvrďte prosím na odkaz v e-mailu se přihlásit.","Ваша учетная запись в настоящее время создано,  пожалуйста,  подтвердите ссылку в вашей электронной почте,  чтобы войти.","Ang iyong account ay nalikha ngayon,  mangyaring kumpirmahin ang link sa iyong e-mail upang mag-log in.","Ang imong account karon gibuhat,  palihug sa pagmatuod sa mga link sa inyong e-mail ngadto sa log sa."
"Your answers are now stored. Thanks for participating.","Your answers are now stored. Thanks for participating.","Uw antwoorden worden nu opgeslagen. Dank voor uw deelname.","Sus respuestas se almacenan ahora. Gracias por participar.","你的答案是现在存储。感谢您的参与。","Ihre Antworten werden jetzt gespeichert. Vielen Dank für die Teilnahme.","Vos réponses sont maintenant stockés. Merci de votre participation.","Le vostre risposte sono salvati. Grazie per la partecipazione.","Suas respostas são armazenadas agora. Obrigado por participar.","Οι απαντήσεις σας έχουν αποθηκευτεί. Ευχαριστώ για τη συμμετοχή σας.","Twoje odpowiedzi są teraz przechowywane. Dzięki za udział.","Dine svar er nu gemt. Tak for at deltage.","Vastauksesi on nyt tallennettu. Kiitos osallistumisesta.","Dine svar er nå lagret. Takk for at du deltar.","يتم تخزين إجاباتك الآن. شكر على المشاركة.","당신의 대답은 지금 저장됩니다. 참여 주셔서 감사합니다.","あなたの答えは、現在保存されています。参加してくれてありがとう。","התשובות שלך מאוחסנות כעת. תודה על השתתפות.","Dina svar är nu lagrade. Tack för att delta.","Vaše odpovědi jsou nyní uložena. Díky za účast.","Ваши ответы теперь хранятся. Спасибо за участие.","Ang iyong sagot ay naka-imbak na ngayon. Salamat para sa mga kalahok.","Ang imong mga tubag karon gitipigan. Salamat sa pag-apil."
