"key","en","nl","es","zh-CN","de","fr","it","pt","el","pl","da","fi","no","ar","ko","ja","iw","sv","cs","ru","tl","ceb"
"Displays the product items placed in the cart, including its calculation of the total price.","Displays the product items placed in the cart, including its calculation of the total price.","Geeft het product items geplaatst in de wagen, met inbegrip van de berekening van de totale prijs.","Muestra los elementos de productos colocados en el carro, incluyendo su cálculo del precio total.","显示放置在车中的产品项目，包括它的计算总价。","Zeigt die Produkt Artikel in den Einkaufswagen gelegt, einschließlich der Berechnung des Gesamtpreises.","Affiche les éléments de produits placés dans le panier, y compris le calcul du prix total.","Consente di visualizzare le voci di prodotto inseriti nel carrello, tra cui il calcolo del prezzo totale.","Exibe os itens de produtos colocados no carrinho, incluindo o cálculo do preço total.","Εμφανίζει τα στοιχεία προϊόντος που διατίθεται στο καλάθι, συμπεριλαμβανομένου του υπολογισμού της συνολικής τιμής.","Wyświetla pozycje produktów umieszczonych w koszyku, w tym jego obliczenia całkowitej ceny.","Viser de produktgrupper genstande, der placeres i vognen, herunder beregningen af ​​den samlede pris.","Näyttää tuotteen eriä sijoitettu korissa, mukaan lukien sen laskeminen kokonaishinnasta.","Viser produkt ting i handlekurven, herunder beregning av den totale prisen.","يعرض أصناف المنتجات وضعها في عربة، بما في ذلك حسابها من السعر الاجمالي.","총 가격의 계산을 포함 카트에 위치 제품 항목을 표시합니다.","合計金額のその計算を含むカートに​​置かれ、製品の項目を表示します。","מציג את פריטי המוצר ממוקמים בעגלה, כולל החישוב של המחיר הכולל.","Visar produkt föremål som placeras i vagnen, inklusive sin beräkning av det totala priset.","Zobrazí položky výrobku umístěného v nákupním košíku, včetně jejího výpočtu celkové ceny.","Отображение пунктов продукт помещен в корзину, в том числе его расчета общей стоимости.","Ipinapakita ang mga bagay na produkto na inilagay sa mga cart, kabilang ang kanyang pagkalkula ng kabuuang presyo.","Nagpasundayag sa mga produkto nga mga butang nga gibutang sa carromata, lakip na sa iyang kalkulasyon sa kinatibuk-ang bili."
"Adter the data command is executed, to show the user what happened..","Adter the data command is executed, to show the user what happened..","Adter de data opdracht wordt uitgevoerd, om de gebruiker gebeurtenissen tonen ..","Adter se ejecuta el comando de datos, para mostrar al usuario lo que pasó ..","Adter执行数据的命令，以显示发生了什么用户..","Adter die Daten Befehl ausgeführt wird, um den Benutzer zu zeigen, was passiert ist ..","Adter la commande de données est exécutée, montrer à l'utilisateur ce qui est arrivé ..","Adter viene eseguito il comando di dati, per mostrare all'utente quello che è successo ..","Adter o comando de dados é executado, para mostrar ao usuário o que aconteceu ..","Adter η εντολή εκτελείται δεδομένα, για να δείξει το χρήστη τι συνέβη ..","Adter dane polecenie zostanie wykonane, aby pokazać użytkownikowi, co się stało ..","Adter kommandoen data er udført, for at vise brugeren, hvad der skete ..","Adter tiedot komento suoritetaan, osoittaa käyttäjälle, mitä tapahtui ..","Adter data kommandoen utføres, for å vise brukeren hva som skjedde ..","Adter يتم تنفيذ الأمر البيانات، لتظهر للمستخدم ما حدث ..","있었는지 사용자에게 표시하기 위해, 데이터 명령이 실행 Adter ..","何が起こったのかをユーザに示すために、データコマンドが実行されAdter ..","Adter פקודת הנתונים מבוצעת, כדי להראות למשתמש את מה שקרה ..","Adter kommandot uppgifterna utförs, för att visa användaren vad som hände ..","Adter příkaz dat je proveden, ukázat uživateli, co se stalo ..","Adter команда данных производится, чтобы показать пользователю, что произошло ..","Adter ang command data ay pinaandar, upang ipakita ang mga user kung ano ang nangyari ..","Adter ang data sugo gipatay, aron sa pagpakita sa mga user unsay nahitabo .."
"Displays a test page, used for testing certainfunctionalities while developing or creating your design.","Displays a test page, used for testing certainfunctionalities while developing or creating your design.","Geeft een testpagina, wordt gebruikt voor het testen van certainfunctionalities terwijl de ontwikkeling of het creëren van uw ontwerp.","Muestra una página de prueba, que se utiliza para probar certainfunctionalities mientras que el desarrollo o la creación de su diseño.","显示一个测试页面，用于测试certainfunctionalities在开发或创建你的设计。","Zeigt eine Testseite, zum Testen certainfunctionalities während die Entwicklung oder die Erstellung Ihrer Design verwendet.","Affiche une page de test, utilisé pour tester certainfunctionalities tout en développant ou en créant votre conception.","Consente di visualizzare una pagina di prova, utilizzati per testare certainfunctionalities durante lo sviluppo o la creazione di vostro disegno.","Exibe uma página de teste, usado para testar certainfunctionalities durante o desenvolvimento ou a criação de seu projeto.","Εμφανίζει μια δοκιμαστική σελίδα, χρησιμοποιείται για τη δοκιμή certainfunctionalities παράλληλα με την ανάπτυξη ή τη δημιουργία του σχεδιασμού σας.","Wyświetla stronę testową, używane do testowania certainfunctionalities przy opracowywaniu lub tworząc swój projekt.","Viser en testside, der anvendes til at teste certainfunctionalities samtidig udvikle eller oprette dit design.","Näyttää testisivun, jota käytetään testaamaan certainfunctionalities samalla kehittää tai luoda oman suunnittelun.","Viser en testside, som brukes for å teste certainfunctionalities samtidig utvikle eller lage din design.","يعرض صفحة اختبار، وتستخدم لاختبار certainfunctionalities مع تطوير أو إنشاء التصميم الخاص بك.","개발하는 동안 certainfunctionalities을 테스트하거나 디자인을 만드는 데 사용되는 테스트 페이지를 표시합니다.","開発中certainfunctionalitiesをテストしたり、デザインを作成するために使用されるテストページを表示します。","מציג דף בדיקה, המשמש לבדיקת certainfunctionalities תוך פיתוח או יצירת העיצוב שלך.","Visar en testsida, som används för att testa certainfunctionalities samtidigt utveckla eller skapar din design.","Zobrazí zkušební stránku, který se používá pro testování certainfunctionalities při vývoji nebo vytváření designu.","Отображает тестовую страницу, используемую для тестирования certainfunctionalities при разработке или создании дизайна.","Nagpapakita ng isang pahina sa pagsubok, na ginagamit para sa pagsubok certainfunctionalities habang pagbuo o paglikha ng iyong disenyo.","Nagpasundayag sa usa ka pagsulay nga pahina, nga gigamit alang sa pagsulay certainfunctionalities samtang pagpalambo sa o sa paghimo sa imong mga plano."
"Displays a text 'page Not available, You have no right to access this page'.","Displays a text 'page Not available, You have no right to access this page'.","Geeft een tekst 'pagina niet beschikbaar, je hebt geen recht om toegang te krijgen tot deze pagina'.","Muestra un texto 'página no está disponible, no tiene derecho a acceder a esta página .","显示文本页面不可用，你有没有访问此页面右侧“。","Zeigt einen Text Seite nicht verfügbar, Sie haben kein Recht, diese Seite zu betreten.","Affiche un texte page pas disponible, vous avez pas le droit d'accéder à cette page.","Consente di visualizzare un testo 'pagina di Non disponibile, Non avete il diritto di accedere a questa pagina'.","Exibe um texto página não disponível, você não tem direito de acessar esta página.","Εμφανίζει ένα κείμενο «σελίδα Δεν υπάρχουν διαθέσιμα στοιχεία, δεν έχετε δικαίωμα πρόσβασης σε αυτή τη σελίδα».","Wyświetla tekst strona niedostępna, Nie masz prawa dostępu do tej strony.","Viser en tekst 'side Ikke tilgængelig, Du har ingen ret til at få adgang til denne side.","Näyttää teksti sivu Ei käytettävissä, Sinulla ei ole oikeutta käyttää tätä sivua.","Viser en tekst side Ikke tilgjengelig, har du ingen rett til å få tilgang til denne siden. '","يعرض النص الصفحة غير متوفرة، لا يوجد لديك حق الوصول إلى هذه الصفحة.","텍스트 표시 '페이지 없음, 당신은이 페이지에 액세스 할 권리가 없다'.","テキスト表示」ページは利用できません、あなたはこのページにアクセスする権利はありません」。","הצגת טקסט 'דף לא זמין, אין לך זכות לגשת לדף זה .","Visar en text sidan Ej tillgänglig, du har ingen rätt att få tillgång till den här sidan .","Zobrazuje text stránku není k dispozici, nemáte právo na přístup na tuto stránku.","Отображает текст страница не доступна, не имеют права доступа к этой странице».","Nagpapakita ng isang text 'Hindi magagamit page, Wala kang karapatan upang ma-access ang pahinang ito'.","Nagpasundayag sa usa ka teksto 'pahina Dili anaa, kamo walay katungod sa pag-access niini nga panid."
"Displays a text 'page not found ,The page that you are looking for (no longer) exists.'","Displays a text 'page not found ,The page that you are looking for (no longer) exists.'","Geeft een tekst 'pagina niet gevonden De pagina die u zoekt niet (meer) bestaat.'","Muestra un texto página no encontrada, La página que estás buscando (ya) no existe.","显示一个文本“找不到网页，你正在寻找（不再）存在的页面。”","Zeigt einen Text Seite nicht gefunden Die Seite, die Sie nicht (mehr) existiert auf der Suche.","Affiche un texte page non trouvée, la page que vous cherchez (plus) existe.","Consente di visualizzare un testo 'pagina non trovata, la pagina che state cercando (non più) esiste.'","Exibe um texto 'página não encontrada, A página que você está procurando (não) existe.'","Εμφανίζει ένα κείμενο η σελίδα δεν βρέθηκε, η σελίδα που ψάχνετε (πλέον) υπάρχει.»","Wyświetla tekst Nie znaleziono strony, Strona, której szukasz, (nie) istnieje.","Viser en tekst 'side ikke fundet, Den side, du søger efter (ikke længere) findes. «","Näyttää teksti sivua ei löydy, sivu, joka olet etsimässä (ei enää) olemassa.","Viser en tekst side ikke funnet, Siden du leter etter (ikke lenger) eksisterer. '","يعرض النص الصفحة لم يتم العثور على الصفحة التي كنت تبحث عن (لم يعد) موجود.","텍스트 표시 '페이지를 찾을 수 없습니다, 당신은 존재 (더 이상) 찾고있는 페이지를.'","テキスト表示「ページが見つかりません、あなたが存在する（もはや）探しているページを。」","הצגת טקסט 'דף לא נמצא, הדף שאתה מחפש (כבר לא) קיים. ","Visar en text sidan hittades inte, den sida som du letar efter (inte längre) finns. ","Zobrazí text Stránka nebyla nalezena, stránka, kterou hledáte (již) neexistuje.","Отображает текст страница не найдена, страницы, которые вы ищете (больше нет) существует.","Nagpapakita ng isang text 'Hindi natagpuan ang pahina, ang pahina na iyong hinahanap para sa (hindi na) umiiral na.'","Nagpasundayag sa usa ka teksto 'pahina dili makita, ang panid nga imong gipangita (dili na) anaa.'"
"Displays a text “page not found ,The page that you are looking for (no longer) exists.","Displays a text “page not found ,The page that you are looking for (no longer) exists.","Geeft een pagina tekst niet gevonden, de pagina die u zoekt niet (meer) bestaat.","Muestra una página de texto no encontrado, La página que estás buscando (ya) no existe.","显示一个文本“找不到网页，您正在查找的页（不再）存在。","Zeigt einen Text Seite nicht gefunden, wird die Seite, die Sie suchen, nicht (mehr) vorhanden ist.","Affiche une page de texte pas trouvé, la page que vous cherchez (plus) existe.","Consente di visualizzare una pagina di testo non trovato, la pagina che state cercando (non più) esiste.","Exibe uma página de texto não encontrado, a página que você está procurando (não) existe.","Εμφανίζει μια σελίδα κειμένου δεν βρέθηκε, η σελίδα που ψάχνετε (πλέον) υπάρχει.","Wyświetla stronę tekstu nie znaleziono, Strona, której szukasz, (nie) istnieje.","Viser en tekst side ikke fundet, Den side, du søger efter (ikke længere) eksisterer.","Näyttää teksti sivua ei löydy, sivu, joka olet etsimässä (ei enää) olemassa.","Viser en tekst side ikke funnet, Siden du leter etter (ikke lenger) eksisterer.","يعرض صفحة النص لم يتم العثور على الصفحة التي كنت تبحث عن (لم يعد) موجود.","텍스트 페이지가, 당신이 찾고있는 페이지를 찾을 수 없습니다 디스플레이 (더 이상) 존재하지 않습니다.","テキスト」ページでは、あなたが探しているページが見つかりません表示されます（もはや）存在しません。","מציג דף טקסט לא מצא, בעמוד שאתם מחפשים (כבר לא) קיימים.","Visar en text sida inte hittas, Sidan som du letar efter (inte längre) finns.","Zobrazí stránky text nebyl nalezen, stránku, kterou hledáte (již) neexistuje.","Не отображает страницу текста не найден, страницы, которые вы ищете (больше нет) существует.","Nagpapakita hindi natagpuan ang isang pahina ng teksto , Ang pahina na iyong hinahanap para sa (hindi na) umiiral na.","Nagpasundayag sa usa ka text pahina dili makita, ang panid nga imong gipangita (dili na) anaa."
"Displays the customer addresses; provides a button to add, edit and remove address on this page.","Displays the customer addresses; provides a button to add, edit and remove address on this page.","Geeft de klant adressen; biedt een knop voor het toevoegen, bewerken en verwijderen van het adres op deze pagina.","Muestra las direcciones de los clientes; proporciona un botón para agregar, editar y eliminar la dirección de esta página.","显示客户地址;提供了一个按钮来添加，编辑和这个页面上删除地址。","Zeigt die Kundenadressen; bietet eine Schaltfläche hinzufügen, bearbeiten und entfernen Sie Adresse auf dieser Seite.","Affiche les adresses de clients; fournit un bouton pour ajouter, modifier et supprimer l'adresse sur cette page.","Consente di visualizzare gli indirizzi dei clienti; fornisce un pulsante per aggiungere, modificare e rimuovere l'indirizzo di questa pagina.","Exibe os endereços de clientes; fornece um botão para adicionar, editar e remover endereços nesta página.","Εμφανίζει τις διευθύνσεις των πελατών? παρέχει ένα κουμπί για να προσθέσετε, να επεξεργαστείτε και να αφαιρέσετε τη διεύθυνση σε αυτή τη σελίδα.","Wyświetla adresy klientów; zapewnia przycisku, aby dodać, edytować i usuwać adres na tej stronie.","Viser kundens adresser; giver en knap for at tilføje, redigere og fjerne adresse på denne side.","Näyttää asiakkaan osoitteet; tarjoaa painiketta lisätä, muokata ja poistaa osoite tällä sivulla.","Viser kunde adresser; gir en knapp for å legge til, redigere og fjerne adresse på denne siden.","يعرض عناوين العملاء. يوفر الزر لإضافة وتحرير وإزالة عنوان على هذه الصفحة.","고객의 주소를 표시합니다; 추가, 편집이 페이지에 주소를 제거 할 수있는 버튼을 제공합니다.","顧客の住所を表示します。追加、編集、このページ上のアドレスを削除するためのボタンが用意されています。","מציג את כתובות לקוחות; מספק כפתור כדי להוסיף, לערוך ולהסיר בדף זה כתובת.","Visar kundadresser; ger en knapp för att lägga till, redigera och ta bort adressen på denna sida.","Zobrazí zákaznických adres; poskytuje tlačítko pro přidání, upravit a odstranit adresu na této stránce.","Отображение адреса клиентов; обеспечивает кнопку, чтобы добавить, редактировать и удалять адрес на этой странице.","Ipinapakita ang mga address ng customer; ay nagbibigay ng isang button upang idagdag, i-edit at tanggalin ang mga address sa pahinang ito.","Nagpasundayag sa mga customer mga pakigpulong; naghatag og usa ka button aron sa pagdugang, usba ug kuhaon address sa niini nga panid."
"Displays the forum, this includes the forum group for allowed all group and also for the restricted group.","Displays the forum, this includes the forum group for allowed all group and also for the restricted group.","Geeft het forum, dit is inclusief het forum groep toegestaan ​​alle groepsleden en ook voor de beperkte groep.","Muestra el foro, lo que incluye el grupo de foro para que permitió todo el grupo y también para el grupo restringido.","显示论坛，这包括论坛，组允许所有组也为受限制的组。","Zeigt das Forum gehört dazu auch die Forum-Gruppe für erlaubt allen Gruppen und auch für die eingeschränkte Gruppe.","Affiche du forum, ceci inclut le groupe de forum pour les permis à tous groupe et aussi pour le groupe restreint.","Visualizza forum, questo include il gruppo di forum di permesso tutto il gruppo e anche per il gruppo ristretto.","Mostra o fórum, o que inclui o grupo fórum para permitido todo o grupo e também para o grupo restrito.","Εμφανίζει το φόρουμ, αυτό περιλαμβάνει την ομάδα φόρουμ για τις επιτρεπόμενες όλης της ομάδας της, αλλά και για την περιορισμένη ομάδα.","Wyświetla forum, obejmuje grupę na forum w pozwoliło grupie wszystkich, a także dla ograniczonej grupy.","Viser det forum, dette omfatter forum gruppe for lov alle gruppe og også for den begrænsede gruppe.","Näyttää foorumi, tähän sisältyy foorumi ryhmä sallittua kaikille ryhmän ja myös rajoitettu ryhmä.","Viser forum, dette inkluderer forumet gruppen for tillatt hele gruppen, og også for begrenset gruppe.","يعرض المنتدى، وهذا يتضمن مجموعة المنتدى ليسمح لجميع المجموعات وأيضا لمجموعة محدودة.","포럼이 허용하는 모든 그룹에 대한 또한 제한된 그룹에 대한 공개 토론 그룹을 포함 표시합니다.","フォーラムは、これは許可されているすべてのグループについても制限されたグループのためのフォーラムのグループが含まれて表示されます。","מציג את הפורום, זה כולל את קבוצת הפורום לאפשר לכל הקבוצה וגם עבור הקבוצה מוגבלת.","Visar forumet, omfattar detta forum grupp för tillåtit all grupp och även för begränsad grupp.","Zobrazuje fóra, to zahrnuje fóra skupinu pro povoleny všechny skupiny, a také pro omezenou skupinu.","Отображает форум, это включает в себя группу форум для разрешенной всей группы, а также для ограниченной группы.","Ipinapakita ang mga forum, kabilang dito ang grupo forum para pinapayagan ang lahat ng mga grupo at din para sa mga restricted group.","Nagpasundayag sa sa forum, kini naglakip sa forum nga grupo alang sa gitugotan sa tanan nga grupo ug usab alang sa restricted grupo."
"Displays the main page (index page) of the faq questions. Can either eb all the questions, the groups, links to specific Faq pages, or just all the question we have.","Displays the main page (index page) of the faq questions. Can either eb all the questions, the groups, links to specific Faq pages, or just all the question we have.","Geeft de hoofdpagina (indexpagina) van de faq vragen. Kan ofwel eb alle vragen, de groepen, koppelingen naar specifieke Faq pagina, of alleen al de vraag hebben we.","Muestra la página principal (página de índice) de las preguntas preguntas frecuentes. Puede eb todas las preguntas, los grupos, enlaces a páginas específicas FAQ, o simplemente toda la cuestión que tenemos.","显示的常见问题的主页（索引页）。既可以EB所有的问题，该团体，链接到特定的问题网页，或者只是所有的问题，我们必须。","Zeigt die Hauptseite (Indexseite) der FAQ beantwortet. Kann entweder eb alle Fragen, die Gruppen, Links für eine FAQ-Seiten, oder einfach nur die ganze Frage, die wir haben.","Affiche la page principale (page d'index) des questions de la FAQ. Pouvons soit eb toutes les questions, les groupes, des liens vers des pages FAQ spécifiques, ou tout simplement la question que nous avons.","Visualizza la pagina principale (pagina indice) delle domande faq. Possibile eb tutte le domande, i gruppi, link a pagine Faq specifici, o semplicemente tutto il problema che abbiamo.","Exibe a página principal (página do índice) das questões de FAQ. Pode eb todas as perguntas, os grupos, links para páginas Faq específicos, ou apenas toda a pergunta que temos.","Εμφανίζει την κύρια σελίδα (σελίδα index) από τις ερωτήσεις Συχνές ερωτήσεις. Μπορεί είτε εβ όλες οι ερωτήσεις, οι ομάδες, συνδέσμους σε συγκεκριμένες σελίδες Συχνές Ερωτήσεις, ή απλά όλα το ερώτημα που έχουμε.","Wyświetla stronę główną (strona główna) pytań FAQ. Może albo eb wszystkie pytania, grupy, linki do konkretnych stron FAQ, lub po prostu wszystko kwestia mamy.","Viser hovedsiden (indeks side) i faq spørgsmål. Kan enten eb alle de spørgsmål, de grupper, links til bestemte FAQ sider, eller bare alle de spørgsmål, vi har.","Näyttää pääsivun (etusivu) ja FAQ kysymyksiä. Voi joko EB kaikkiin kysymyksiin, ryhmät, linkkejä tiettyihin FAQ sivuja, tai vain kaikki kysymys olemme.","Viser hovedsiden (indeks side) av SPØRSMÅL. Kan enten eb alle spørsmålene, grupper, koblinger til bestemte FAQ-sider, eller bare alle de spørsmål vi har.","يعرض في الصفحة الرئيسية (صفحة رقم قياسي) من الأسئلة التعليمات. إما أن EB جميع الأسئلة، والجماعات، وصلات إلى صفحات الأسئلة المحددة، أو مجرد عن السؤال لدينا.","자주 묻는 질문 질문의 메인 페이지 (인덱스 페이지)를 표시합니다. 하나 EB 모든 질문, 그룹, 특정 자주 묻는 질문 페이지에 대한 링크, 아니면 그냥 모든 질문 우리는 할 수 있습니다.","よくある質問質問のメインページ（インデックスページ）を表示します。 EBすべての質問、グループ、特定のよくある質問ページへのリンク、または私たちが持っているだけで、すべての質問のいずれかすることができます。","מציג את הדף הראשי (דף אינדקס) של השאלות הנפוצות. באפשרות כל השאלות EB, הקבוצות, קישורים לדפי שאלות ותשובות ספציפיים, או סתם כל השאלה שיש לנו.","Visar huvudsidan (indexsida) i faq frågor. Kan antingen eb alla frågor, grupper, länkar till specifika FAQ-sidor, eller bara hela frågan vi har.","Zobrazí hlavní stránku (index strana) ve FAQ otázek. Může buď eb na všechny otázky, skupiny, odkazy na konkrétních stránkách FAQ, nebo jen o to otázka, co máme.","Отображает главную страницу (первая страница) в справку вопросы. Может либо EB все вопросы, группы, ссылки на конкретные страницы Справка, или просто все вопрос у нас есть.","Ipinapakita ang main page (index page) sa mga tanong sa faq. Puwede mag eb lahat ng mga katanungan, ang mga grupo, mga link sa mga tukoy na pahina FAQ, o lamang sa lahat ng mga tanong na mayroon kami.","Nagpasundayag sa mga nag-unang panid (index panid) sa FAQ pangutana. Mahimo ba kaha sa eb sa tanan nga mga nga mga pangutana, ang mga grupo, links sa piho nga mga panid FAQ, o ang tanan nga mga pangutana nga kita adunay."
"displays this text ”You have no right to access this part of the forum, please go to the main page.”","displays this text ”You have no right to access this part of the forum, please go to the main page.”","geeft deze tekst Je hebt geen recht om toegang te krijgen tot dit deel van het forum, ga dan naar de hoofdpagina.","muestra este texto No tienes derecho a acceder a esta parte del foro, por favor vaya a la página principal.","显示此文字“你没有访问此部分论坛的权利，请进入主页面。”","zeigt dieser Text Sie haben kein Recht, diesen Teil des Forums Zugriff auf die Hauptseite gehen Sie bitte.","affiche ce texte Vous avez pas le droit d'accéder à cette partie du forum, s'il vous plaît allez à la page principale.","visualizza questo testo Non avete il diritto di accedere a questa parte del forum, si prega di andare alla pagina principale.","exibe este texto Você não tem direito de acesso a esta parte do fórum, por favor, vá para a página principal.","εμφανίζει αυτό το κείμενο Δεν έχετε δικαίωμα πρόσβασης σε αυτό το μέρος του φόρουμ, παρακαλώ πηγαίνετε στην κεντρική σελίδα.","wyświetla ten tekst Nie masz prawa dostępu do tej części forum, przejdź do strony głównej.","viser denne tekst Du har ingen ret til at få adgang til denne del af forummet, skal du gå til hovedsiden.","näyttää tämä teksti Sinulla ei ole oikeutta käyttää tätä osaa foorumi, mene pääsivulle.","viser denne teksten Du har ingen rett til å få tilgang til denne delen av forumet, kan du gå til hovedsiden.","يعرض هذا النص لا يوجد لديك حق الوصول إلى هذا الجزء من المنتدى، يرجى الرجوع إلى الصفحة الرئيسية.","이 텍스트 당신은 포럼의이 부분에 액세스 할 권리가 없다가, 메인 페이지로 이동하시기 바랍니다.표시","表示され、このテキストは、 あなたはフォーラムのこの部分にアクセスする権利はない、メインページにアクセスしてください。」","מציג טקסט זה אין לך זכות לגשת לחלק זה של הפורום, אנא פנה לדף הראשי.","visar den här texten Du har ingen rätt att få tillgång till den här delen av forumet, vänligen gå till huvudsidan.","zobrazuje tento text Nemáte žádné právo na přístup k této části fóra, přejděte na hlavní stránku.","отображает этот текст Вы не имеете права на доступ к этой части форума, пожалуйста, перейдите на главную страницу.","ipinapakita ang text Wala kang karapatan na i-access ito sa bahagi ng forum, mangyaring pumunta sa main page.","nagpasundayag kini nga teksto Ikaw walay katungod sa pag-access niini nga bahin sa forum, palihog adto sa mga nag-unang pahina."
"Here the customer can enter his code, ask to send the e-mail again, or click a button with 'already confirmed' (via the link).","Here the customer can enter his code, ask to send the e-mail again, or click a button with 'already confirmed' (via the link).","Hier kan de klant zijn code in te voeren, vragen de e-mail opnieuw verzenden, of klik op een knop met 'al bevestigd' (via de link).","Aquí el cliente puede introducir su código, pregunte para enviar el e-mail de nuevo o haga clic en un botón con 'ya confirmados (link).","在这里，用户可以输入自己的密码，请重新发送电子邮件，或按一下按钮“已确认”（通过链接）。","Hier kann der Kunde seinen Code eingeben, zu bitten, die E-Mail erneut zu senden, oder klicken Sie auf eine Schaltfläche mit 'bereits bestätigt' (via Link).","Ici, le client peut saisir son code, demander d'envoyer l'e-mail à nouveau, ou cliquez sur un bouton avec «déjà confirmé '(via le lien).","Qui il cliente può inserire il suo codice, chiedere di inviare nuovamente la posta elettronica o fare clic su un pulsante con 'già confermato' (attraverso il link).","Aqui o cliente pode inserir seu código, pergunte para enviar o e-mail novamente, ou clicar em um botão com 'já confirmou (link).","Εδώ ο πελάτης μπορεί να εισάγετε τον κωδικό του, να ζητήσει να στείλετε το e-mail σας και πάλι, ή κάντε κλικ σε ένα κουμπί με «ήδη επιβεβαιώσει (μέσω link).","Tutaj klient może wprowadzić swój kod, poproś o ponowne wysłanie wiadomości e-mail, lub kliknij przycisk z 'już potwierdzone (przez link).","Her kan kunden indtaste sin kode, bede om at sende e-mail igen, eller klik på en knap med allerede bekræftet (via link).","Täällä asiakas voi tulla hänen koodia, pyydä lähettämään sähköpostia uudelleen, tai napsauta painiketta jo vahvistettu (linkin kautta).","Her kunden kan skrive inn koden sin, be om å sende e-post på nytt, eller klikk på en knapp med allerede bekreftet (via link).","هنا يمكن للعميل الكود له، يطلب لإرسال البريد الإلكتروني مرة أخرى، أو انقر على زر مع أكدت بالفعل (عبر الوصلة).","여기에 고객이 자신의 코드를 입력 다시 이메일을 보내거나 (링크를 통해) '이미 확인'로 버튼을 클릭 요청할 수 있습니다.","ここでは、顧客は、自分のコードを入力し、再び電子メールを送信するように依頼、または（リンクを介して） 'は既に確認」のボタンをクリックすることができます。","כאן הלקוח יכול להזין את הקוד שלו, מבקש לשלוח דואר אלקטרוני שוב, או לחץ על כפתור עם 'כבר אישר (דרך הקישור).","Här kan kunden ange sin kod, be att skicka e-post igen, eller klicka på en knapp med redan bekräftat (via länk).","Zde si zákazník může zadat svůj kód, požádat, aby znovu odeslat e-mail, nebo klepnout na tlačítko s 'již potvrzené (pomocí odkazu).","Здесь клиент может ввести свой код, попросите, чтобы отправить по электронной почте еще раз, или нажмите кнопку с уже подтвердили (по ссылке).","Narito ang mga customer ay maaaring ipasok ang kanyang code, hinihiling na ipadala muli ang e-mail, o i-click ang isang pindutan na may 'na-confirm' (sa pamamagitan ng link).","Dinhi ang customer makasulod sa iyang code, pangutan-a nga ipadala sa e-mail pag-usab, o sa i-klik sa usa ka button uban sa 'na nagpamatuod' (pinaagi sa link)."
"Displays the Thread information and its Comments and subcomments with like status, but gets the ajax block only to insert for the next page.","Displays the Thread information and its Comments and subcomments with like status, but gets the ajax block only to insert for the next page.","Geeft de discussie informatie en de opmerkingen en subcomments met als status, maar krijgt de ajax blok alleen te plaatsen voor de volgende pagina.","Muestra la información de rosca y sus comentarios y subcomments en situación similar, pero obtiene el bloque ajax sólo para insertar en la página siguiente.","显示线程信息和评论，并subcomments有类似情况，但只得到了ajax块插入下一个页面。","Zeigt das Thema Informationen und ihre Kommentare und Subkommentare mit Gleichstand, sondern bekommt nur die Ajax-Block für die nächste Seite einfügen.","Affiche les informations de filetage et de ses Commentaires et sous commentaires ayant un statut similaire, mais obtient seulement le bloc ajax à insérer pour la page suivante.","Visualizza le informazioni filo e le sue Commenti e subcomments con stato simile, ma ottiene il blocco ajax soltanto inserire per la pagina successiva.","Mostra a informação de Linha e seus Comentários e subcomments com estatuto semelhante, mas fica o bloco ajax apenas inserir para a próxima página.","Εμφανίζει τις πληροφορίες Νήμα και Σχόλια και subcomments με παρόμοια κατάσταση, αλλά παίρνει το μπλοκ ajax μόνο να εισάγετε για την επόμενη σελίδα.","Wyświetla informacje o wątku i uwag i subcomments ze stanu podobnego, ale dostaje blok ajax tylko wstawić na następnej stronie.","Viser oplysninger Tråd og sine bemærkninger og subcomments med lignende status, men får ajax blok kun at indsætte til den næste side.","Näyttää Thread tiedot ja sen kommentit ja subcomments kanssa kuten tila, mutta saa ajax estää vain lisätä toisen sivun.","Viser Thread informasjon og sine kommentarer og subcomments med lignende status, men får ajax blokken bare å sette på neste side.","يعرض معلومات الموضوع وتعليقاتها وsubcomments مع الوضع مثل، ولكن يحصل على كتلة اياكس فقط لادخال لفي الصفحة التالية.","스레드 정보와 같은 상태의 댓글과 subcomments을 표시하지만, 다음 페이지 삽입 만 아약스 블록을 가져옵니다.","スレッド情報等の状態とのコメントとsubcommentsを表示しますが、次のページに挿入するためにのみAjaxのブロックを取得します。","מציג את המידע בנושא ותגובות שלה וsubcomments עם מצב כמו, אבל מקבל את בלוק AJAX רק להכניס לדף הבא.","Visar information tråd och dess Kommentarer och subcomments med liknande status, men får bara ajax blocket att sätta till nästa sida.","Zobrazuje informace o tématu a jeho komentáře a subcomments se jako stav, ale dostane jen ajax blok vložit na další stránku.","Отображение информации о темы и свои замечания и subcomments с как статус, но получает AJAX блок только вставить в следующей странице.","Ipinapakita ang impormasyon Thread at ang mga komento at mga subcomments na may tulad ng katayuan, ngunit ang makakakuha ng ajax bloke lamang na ipasok para sa susunod na pahina.","Nagpasundayag sa sa Thread nga impormasyon ug sa mga Comments ug subcomments uban sa sama nga kahimtang, apan gets sa Ajax block lamang sa sal-ot alang sa sunod nga pahina."
